,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type_x,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,property_type,room_type_y,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,LSOA11CD
0,70820,Townhouse in Bristol · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,360195,Sarah,,Windmill Hill,51.43843,-2.59183,Private room,44.0,3,189,2023-11-29,1.52,5,11,11,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01014734
1,117122,Condo in Bristol · ★4.96 · 1 bedroom · 1 bed · 2.5 shared baths,591555,Marcus,,Hotwells & Harbourside,51.44976,-2.61,Private room,111.0,1,180,2023-11-26,1.18,1,360,9,,Private room in condo,Private room,2,,2.5 shared baths,,1.0,[],E01033350
2,176306,Townhouse in Bristol · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,708175,Orla,,Southville,51.44174,-2.60297,Private room,35.0,5,53,2023-12-12,0.39,1,137,10,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01014698
3,307634,Townhouse in Bristol · ★4.65 · 1 bedroom · 1 bed · 1.5 shared baths,1582810,Wendy,,Easton,51.46487,-2.5569,Private room,38.0,6,34,2023-12-22,0.43,3,365,3,,Private room in townhouse,Private room,2,,1.5 shared baths,,1.0,[],E01014570
4,390781,Home in Bristol · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,1954565,Fiona,,Brislington West,51.44444,-2.55783,Private room,35.0,2,59,2023-09-01,0.41,2,0,8,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014531
5,391093,Home in Bristol · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,1956028,Louise,,Redland,51.477821350097656,-2.5919950008392334,Private room,52.0,1,84,2023-12-14,0.6,1,174,8,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014511
6,399681,Home in Westbury on Trym · ★4.96 · 2 bedrooms · 2 beds · 1 private bath,1941316,Kevin & Lesley,,Westbury-on-Trym & Henleaze,51.49491,-2.61879,Private room,80.0,2,101,2023-10-23,0.73,1,160,12,,Private room in home,Private room,3,,1 private bath,,2.0,[],E01014721
7,407485,Rental unit in Bristol · ★4.87 · 1 bedroom · 3 beds · 1 bath,2029719,Ingrid,,Ashley,51.46769,-2.5825,Entire home/apt,110.0,2,330,2023-12-10,2.33,1,0,18,,Entire rental unit,Entire home/apt,5,,1 bath,,3.0,[],E01014488
8,421205,Rental unit in Bristol · ★4.89 · 1 bedroom · 2 beds · 1 private bath,2094659,Lis,,Ashley,51.46547,-2.58458,Private room,35.0,4,194,2023-12-15,1.39,1,131,4,,Private room in rental unit,Private room,2,,1 private bath,,2.0,[],E01014489
9,422956,Home in Bristol · ★4.90 · 3 bedrooms · 4 beds · 2 baths,2103297,Lois,,Redland,51.4738,-2.60615,Entire home/apt,215.0,2,436,2023-12-14,3.07,2,323,42,,Entire home,Entire home/apt,5,,2 baths,,4.0,[],E01014672
10,554813,Rental unit in Bristol · ★4.96 · 1 bedroom · 1 bed · 1 private bath,2727252,Rich & Ray,,Lawrence Hill,51.45591,-2.57803,Private room,59.0,1,281,2023-11-06,2.01,1,34,43,,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],E01033352
11,758894,Rental unit in Bristol · ★4.83 · 1 bedroom · 2 beds · 1 bath,3996407,Joanna,,Clifton,51.45524,-2.62168,Entire home/apt,153.0,3,473,2023-12-15,3.5,1,270,23,,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],E01014546
12,868888,Home in Bristol · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,4577089,Rohan,,Eastville,51.47305,-2.54617,Private room,,7,8,2020-03-01,0.11,2,0,0,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014575
13,942226,Barn in Bristol · ★4.86 · 2 bedrooms · 4 beds · 2 baths,2103297,Lois,,Redland,51.47461,-2.60433,Entire home/apt,145.0,2,368,2023-12-03,2.89,2,0,45,,Barn,Entire home/apt,5,,2 baths,,4.0,[],E01014667
14,975170,Home in Bristol · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,5332833,Ashley,,Eastville,51.48143,-2.55327,Private room,,3,99,2022-04-02,0.76,2,0,0,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014577
15,1033484,Home in Bristol · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,5687726,Joanne,,Ashley,51.4636,-2.57788,Private room,41.0,2,388,2023-11-12,2.98,2,48,30,,Private room in home,Private room,1,,1.5 baths,,1.0,[],E01014486
16,1166104,Townhouse in Bristol · ★4.92 · 1 bedroom · 2 beds · 1 shared bath,6386989,Anne + Iain,,Clifton,51.45169,-2.62087,Private room,37.0,7,88,2023-12-14,0.69,2,144,10,,Private room in townhouse,Private room,2,,1 shared bath,,2.0,[],E01014548
17,1180148,Home in Bristol · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,6456324,Gavin,,Knowle,51.43867804381247,-2.5671489772985154,Private room,40.0,2,52,2023-12-09,0.4,2,360,19,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014648
18,1182074,Home in City of Bristol · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48503,-2.67242,Private room,40.0,1,40,2023-12-01,0.83,2,350,12,,Private room in home,Private room,2,,1 shared bath,,2.0,[],E01014495
19,1329265,Townhouse in Bristol · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,7144675,Stephanie,,Lawrence Hill,51.45919,-2.57566,Private room,42.0,4,246,2023-12-04,1.94,1,58,23,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01033358
20,1337681,Home in Bristol · ★4.71 · 5 bedrooms · 6 beds · 4.5 baths,7254449,Tamsin,,Stoke Bishop,51.47269,-2.64089,Entire home/apt,600.0,7,21,2023-09-03,0.17,1,342,3,,Entire home,Entire home/apt,10,,4.5 baths,,6.0,[],E01014709
21,1457693,Home in Bristol · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,4577089,Rohan,,Eastville,51.47402,-2.54735,Private room,25.0,20,15,2020-11-15,0.12,2,206,0,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014573
22,1536968,Townhouse in Bristol · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,360195,Sarah,,Windmill Hill,51.44044,-2.5924,Private room,,2,114,2023-06-30,1.11,5,0,2,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01014734
23,1623879,Home in Bristol · ★4.95 · 1 bedroom · 1 bed · 1 bath,8635028,John,,Henbury & Brentry,51.51348,-2.59961,Private room,23.0,3,203,2023-12-14,1.63,1,86,24,,Private room in home,Private room,1,,1 bath,,1.0,[],E01014603
24,1906645,Rental unit in Bristol · ★4.95 · 1 bedroom · 1 bed · 1 bath,9487977,Abi,,Cotham,51.46699,-2.59563,Entire home/apt,88.0,3,84,2023-12-10,0.94,1,0,25,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014563
25,2028961,Home in Bristol · ★4.87 · 1 bedroom · 1 bed · 1.5 shared baths,5332833,Ashley,,Eastville,51.48329,-2.55275,Private room,,3,87,2023-05-21,0.72,2,0,6,,Private room in home,Private room,1,,1.5 shared baths,,1.0,[],E01014577
26,2164660,Home in Bristol · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,5905890,Stella,,Eastville,51.47175,-2.56267,Private room,36.0,1,276,2023-12-15,2.35,1,167,54,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014569
27,2235568,Home in Bristol · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,11413122,Tony,,Ashley,51.46774,-2.58777,Private room,51.0,2,346,2023-12-13,2.91,3,175,25,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014489
28,2403979,Home in Bristol · ★4.93 · 3 bedrooms · 5 beds · 2.5 baths,12286397,Bo,,Ashley,51.46987,-2.57697,Entire home/apt,,2,14,2019-08-08,0.12,1,0,0,,Entire home,Entire home/apt,8,,2.5 baths,,5.0,[],E01014485
29,2446524,Rental unit in City of Bristol · ★4.33 · 1 bedroom · 1 shared bath,12510269,Namrata,,Clifton,51.45915,-2.62554,Private room,35.0,1,15,2020-10-20,0.2,2,206,0,,Private room in rental unit,Private room,2,,1 shared bath,,,[],E01014544
30,2523293,Rental unit in Bristol · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,12510269,Namrata,,Clifton,51.45916,-2.62558,Private room,36.0,1,154,2023-11-04,1.32,2,235,22,,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],E01014544
31,2548956,Home in Bristol · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,13019736,Jody,,Southmead,51.50508,-2.58862,Private room,,1,417,2023-12-19,4.99,2,0,48,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014692
32,2793019,Rental unit in Bristol · ★4.81 · 1 bedroom · 1 bed · 1 bath,13804437,Kathleen,,Ashley,51.46664,-2.58431,Entire home/apt,46.0,2,72,2023-10-11,0.62,1,0,2,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014489
33,3365141,Home in Bristol · ★4.68 · 1 bedroom · 1 bed · 1.5 baths,7588995,Michael And Olivia,,Ashley,51.46949,-2.58385,Private room,50.0,1,452,2023-12-10,3.9,1,355,41,,Private room in home,Private room,2,,1.5 baths,,1.0,[],E01014488
34,3457246,Home in Bristol · ★4.69 · 1 bedroom · 1 bed · Half-bath,17422981,Kath,,Stockwood,51.41205,-2.55552,Private room,20.0,90,35,2020-12-31,0.3,1,0,0,,Private room in home,Private room,1,,Half-bath,,1.0,[],E01014704
35,3468287,Home in Bristol · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,17474076,Monica,,Lawrence Hill,51.4628,-2.56775,Private room,28.0,30,91,2023-01-15,0.9,2,309,1,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014653
36,3490531,Home in Bristol · ★4.53 · 1 bedroom · 1 bed · 1 private bath,650181,Jeremy,,Clifton Down,51.46566,-2.60942,Private room,49.0,5,30,2023-11-02,0.26,2,4,4,,Private room in home,Private room,1,,1 private bath,,1.0,[],E01014560
37,3635586,Rental unit in Bristol · ★4.83 · 1 bedroom · 1 bed · 1 bath,18332468,Zanna,,Clifton Down,51.4647,-2.61036,Entire home/apt,90.0,3,109,2023-11-18,0.96,1,178,14,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014553
38,3788534,Bed and breakfast in Bristol · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,19228735,Jude,,Southville,51.4451,-2.60566,Private room,38.0,2,231,2023-06-11,2.06,1,85,19,,Private room in bed and breakfast,Private room,1,,1 shared bath,,1.0,[],E01014701
39,3879902,Home in Bristol · ★4.96 · 2 bedrooms · 3 beds · 1.5 shared baths,5687726,Joanne,,Ashley,51.465,-2.57984,Private room,54.0,2,180,2023-09-22,1.58,2,48,12,,Private room in home,Private room,2,,1.5 shared baths,,3.0,[],E01014486
40,3906876,Rental unit in Bristol · ★4.67 · 2 bedrooms · 2 beds · 2.5 baths,20235167,Robert,,Hotwells & Harbourside,51.4506,-2.60721,Entire home/apt,275.0,5,43,2023-03-16,0.39,1,329,1,,Entire rental unit,Entire home/apt,4,,2.5 baths,,2.0,[],E01033350
41,3975847,Home in Bristol · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,20605126,Val,,Clifton Down,51.46993,-2.61109,Private room,70.0,1,141,2023-12-03,1.64,2,87,22,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014559
42,4035668,Condo in Clifton · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,4147725,Toby,,Stoke Bishop,51.46729,-2.62091,Private room,70.0,5,44,2023-11-26,1.49,3,89,19,,Private room in condo,Private room,2,,1 shared bath,,1.0,[],E01014709
43,4086139,Townhouse in Bristol · ★4.92 · 1 bedroom · 1 bed · 1 private bath,21194896,Sue,,Cotham,51.46167,-2.5966,Private room,59.0,2,696,2023-11-19,6.16,1,124,26,,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],E01014539
44,4249808,Home in Bristol · ★4.89 · 1 bedroom · 1 bed · 2 baths,22052738,Alicja,,Windmill Hill,51.44264,-2.58013,Entire home/apt,100.0,2,19,2023-08-31,0.36,1,2,3,,Entire home,Entire home/apt,2,,2 baths,,1.0,[],E01014731
45,4315598,Home in Bristol · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,7607380,Jerry And Jacqui,,Hotwells & Harbourside,51.44716,-2.6039,Private room,75.0,2,361,2023-10-11,3.23,2,358,13,,Private room in home,Private room,2,,1.5 baths,,1.0,[],E01033345
46,4438036,Townhouse in Bristol · ★4.95 · 2 bedrooms · 3 beds · 1.5 baths,8618313,Luke & Caroline,,Cotham,51.4644,-2.60411,Private room,95.0,2,168,2023-12-02,1.68,2,34,4,,Private room in townhouse,Private room,4,,1.5 baths,,3.0,[],E01014558
47,4454288,Townhouse in Bristol · ★4.91 · 1 bedroom · 1 bed · 1.5 baths,8618313,Luke & Caroline,,Cotham,51.46495,-2.60387,Private room,49.0,2,251,2023-12-17,2.27,2,34,17,,Private room in townhouse,Private room,2,,1.5 baths,,1.0,[],E01014557
48,4521395,Rental unit in Bristol · ★4.52 · Studio · 1 bed · 1 bath,23421319,Ian,,Brislington East,51.4532,-2.54499,Entire home/apt,,4,147,2023-09-30,1.35,1,0,18,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014529
49,4531411,Home in Bristol · ★4.42 · 1 bedroom · 1 bed · 1 shared bath,23494368,Charlotte,,Windmill Hill,51.43814468383789,-2.5913279056549072,Private room,,6,191,2022-10-01,1.73,2,0,0,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014734
50,4543852,Guesthouse in Bristol · ★4.75 · 1 bedroom · 1 bed · 1.5 baths,23560849,Ruby,,Eastville,51.47656,-2.55667,Entire home/apt,75.0,1,424,2021-11-15,3.82,2,0,0,,Entire guesthouse,Entire home/apt,3,,1.5 baths,,1.0,[],E01014575
51,4570407,Condo in Bristol · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,5092392,Lydia,,Ashley,51.46166,-2.58571,Private room,61.0,7,36,2023-11-25,0.35,1,237,3,,Private room in condo,Private room,1,,1.5 baths,,1.0,[],E01033347
52,5027387,Rental unit in Bristol · ★4.93 · 2 bedrooms · 2 beds · 2.5 baths,24770635,Kerry,,Stoke Bishop,51.47476,-2.62736,Entire home/apt,150.0,2,149,2023-09-24,1.37,1,171,15,,Entire rental unit,Entire home/apt,4,,2.5 baths,,2.0,[],E01014710
53,5032287,Home in Bristol · ★4.81 · 2 bedrooms · 2 beds · 2.5 baths,9698026,Mark And Danie,,Eastville,51.46852,-2.55457,Entire home/apt,,3,36,2022-04-19,0.35,1,0,0,,Entire home,Entire home/apt,4,,2.5 baths,,2.0,[],E01014574
54,5267860,Rental unit in Bristol · ★4.87 · 1 bedroom · 1 bed · 1 bath,27267193,Catherine,,Cotham,51.46777,-2.59495,Entire home/apt,80.0,2,255,2023-12-21,2.83,1,345,42,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014563
55,5295347,Rental unit in Bristol · ★4.81 · 1 bedroom · 1 bath,19389644,Jules,,Clifton Down,51.45914,-2.60963,Entire home/apt,86.0,1,420,2023-12-20,3.93,1,336,33,,Entire rental unit,Entire home/apt,2,,1 bath,,,[],E01014551
56,5441092,Home in Bristol · ★4.74 · 1 bedroom · 1 bed · 1.5 baths,28214217,Sarah,,Southville,51.44247817993164,-2.607893943786621,Private room,47.0,2,23,2023-12-15,0.21,1,82,6,,Private room in home,Private room,2,,1.5 baths,,1.0,[],E01014696
57,5496194,Townhouse in Bristol · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,3309796,Becky & Rachel,,Lawrence Hill,51.46478,-2.56905,Private room,,5,317,2023-02-25,2.95,1,0,12,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01014655
58,5566863,Home in Bristol · ★5.0 · 5 bedrooms · 5 beds · 3 baths,25648545,Rob,,Redland,51.47416,-2.59722,Entire home/apt,200.0,3,16,2022-07-18,0.17,1,99,0,,Entire home,Entire home/apt,8,,3 baths,,5.0,[],E01014670
59,5613882,Bed and breakfast in Bristol · ★4.92 · 2 bedrooms · 1 bed · 1.5 shared baths,10368086,Sara,,Clifton Down,51.46977,-2.61086,Private room,100.0,1,65,2023-11-26,0.72,2,88,4,,Private room in bed and breakfast,Private room,2,,1.5 shared baths,,1.0,[],E01014559
60,5752786,Townhouse in Bristol · ★4.80 · 1 bedroom · 1 bed · 1 private bath,29674675,Prue,,Redland,51.47619,-2.59096,Private room,55.0,1,332,2023-11-24,3.15,2,315,44,,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],E01014512
61,5890872,Rental unit in Bristol · ★4.62 · 1 bedroom · 1 bed · 1 bath,25846068,Liz And James,,Windmill Hill,51.43784,-2.59526,Entire home/apt,63.0,2,417,2023-12-16,3.94,1,0,66,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014733
62,6362232,Home in City of Bristol · ★4.86 · 1 bedroom · 2 beds · 1 private bath,21295528,Helen,,Southville,51.44166,-2.6081,Private room,69.0,2,636,2023-12-15,6.14,1,147,42,,Private room in home,Private room,3,,1 private bath,,2.0,[],E01014696
63,6374568,Rental unit in Bristol · ★4.91 · 1 bedroom · 1 bed · 1 bath,6353043,Catherine,,Clifton,51.45347,-2.61703,Private room,150.0,1,11,2015-09-28,0.11,1,90,0,,Private room in rental unit,Private room,1,,1 bath,,1.0,[],E01014546
64,6376019,Rental unit in Bristol · ★4.54 · 1 bedroom · 1 bed · 1 private bath,5100050,Andy,,Ashley,51.46541,-2.5845,Private room,60.0,2,46,2023-10-31,0.44,1,179,5,,Private room in rental unit,Private room,2,,1 private bath,,1.0,[],E01014489
65,6399904,Home in Bristol · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,27540782,Sophia,,Southville,51.44274,-2.60775,Private room,41.0,3,35,2023-09-12,0.34,3,262,9,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014696
66,6406525,Townhouse in Bristol · ★4.94 · 2 bedrooms · 2 beds · 3 baths,13685989,Juliet,,Redland,51.47277,-2.59178,Entire home/apt,300.0,5,18,2020-09-19,0.17,2,358,0,,Entire townhouse,Entire home/apt,4,,3 baths,,2.0,[],E01014668
67,6492912,Condo in Bristol · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,18094242,Aniket,,Clifton Down,51.46514,-2.61445,Private room,52.0,5,63,2023-11-30,0.62,4,13,3,,Private room in condo,Private room,2,,1 shared bath,,1.0,[],E01014553
68,6568875,Rental unit in Bristol · ★4.76 · 2 bedrooms · 2 beds · 1 bath,21160367,Sophie,,Clifton,51.4505,-2.62156,Entire home/apt,85.0,10,163,2023-09-05,1.57,2,216,9,,Entire rental unit,Entire home/apt,4,,1 bath,,2.0,[],E01014548
69,6818070,Rental unit in Bristol · ★4.27 · 2 bedrooms · 2 beds · 1 bath,29944566,Susie,,Ashley,51.47104,-2.58119,Entire home/apt,114.0,1,62,2016-12-11,0.61,1,0,0,,Entire rental unit,Entire home/apt,5,,1 bath,,2.0,[],E01014491
70,6874942,Rental unit in Bristol · ★4.96 · 1 bedroom · 1 bed · 1 bath,12329887,Sarah & Mark,,Clifton Down,51.46669,-2.61031,Entire home/apt,95.0,2,562,2023-12-17,5.42,1,0,81,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014560
71,7159559,Rental unit in Bristol · ★4.71 · 1 bedroom · 1 bed · 1 bath,37494463,Scarlett,,Lawrence Hill,51.45663,-2.58261,Entire home/apt,79.0,1,584,2023-12-10,5.77,1,0,106,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01033353
72,7333434,Home in Bristol · ★4.70 · 2 bedrooms · 4 beds · 1 bath,37134676,Sally,,St George West,51.45903,-2.55053,Entire home/apt,95.0,2,228,2023-12-16,2.23,1,0,33,,Entire home,Entire home/apt,4,,1 bath,,4.0,[],E01014681
73,7366399,Home in Bristol · ★4.92 · 5 bedrooms · 5 beds · 3.5 baths,14410812,Peter,,Ashley,51.47394,-2.5875,Entire home/apt,350.0,5,13,2022-09-05,0.13,1,42,0,,Entire home,Entire home/apt,9,,3.5 baths,,5.0,[],E01014671
74,7409409,Home in Bristol · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,38822661,Joe,,Windmill Hill,51.43908,-2.59412,Private room,40.0,12,7,2022-12-12,0.07,1,87,0,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014733
75,7591680,Home in Bristol · ★4.86 · 1 bedroom · 1 bed · 1.5 shared baths,15930299,Simon,,Cotham,51.46458,-2.59522,Private room,30.0,7,14,2023-05-31,0.14,1,23,1,,Private room in home,Private room,1,,1.5 shared baths,,1.0,[],E01014563
76,7592135,Rental unit in Bristol · ★4.84 · 1 bedroom · 1 bed · 1 bath,35535415,Sally,,Clifton,51.4516,-2.61645,Entire home/apt,84.0,2,93,2023-11-06,0.91,1,113,27,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014550
77,7738447,Townhouse in Hotwells · 1 bedroom · 1 bed · 1.5 baths,5063443,Joanna And Glyn,,Hotwells & Harbourside,51.44856,-2.61658,Entire home/apt,90.0,7,0,,,2,18,0,,Entire townhouse,Entire home/apt,2,,1.5 baths,,1.0,[],E01033350
78,7738952,Townhouse in Bristol · ★4.88 · 1 bedroom · 1 bed · 1 private bath,5063443,Joanna And Glyn,,Hotwells & Harbourside,51.44885,-2.61513,Private room,69.0,1,326,2023-12-18,3.19,2,0,27,,Private room in townhouse,Private room,2,,1 private bath,,1.0,[],E01033350
79,7746625,Home in Redland · ★5.0 · 4 bedrooms · 5 beds · 2.5 baths,40719797,Victoria,,Redland,51.47752329999999,-2.6063242,Entire home/apt,189.0,4,3,2022-12-27,0.18,1,110,1,,Entire home,Entire home/apt,10,,2.5 baths,,5.0,[],E01014667
80,7784124,Loft in Bristol · ★4.93 · 1 bedroom · 1 bed · 1 bath,40952905,Cathy,,Clifton,51.4564,-2.61696,Entire home/apt,71.0,7,118,2023-12-23,1.16,1,227,8,,Entire loft,Entire home/apt,2,,1 bath,,1.0,[],E01014545
81,7824532,Home in Shirehampton · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,6466360,Rebecca,,Avonmouth & Lawrence Weston,51.485443,-2.672908,Private room,40.0,1,47,2023-10-16,1.13,2,350,11,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014495
82,7883245,Rental unit in Bristol · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,37533889,Sarah,,Clifton Down,51.45784,-2.61117,Private room,57.0,2,93,2023-10-12,0.92,2,364,10,,Private room in rental unit,Private room,2,,1 shared bath,,1.0,[],E01014554
83,7900542,Townhouse in Bristol · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,40009065,Lin & Jim,,Bishopston & Ashley Down,51.47926,-2.58416,Private room,65.0,1,250,2023-11-26,2.47,2,76,30,,Private room in townhouse,Private room,2,,1.5 baths,,1.0,[],E01014508
84,7909436,Tiny home in Bristol · ★4.73 · 1 bedroom · 2 beds · 1 bath,11877178,Jaya,,Knowle,51.42945,-2.56371,Entire home/apt,80.0,2,460,2023-12-10,4.59,2,335,46,,Tiny home,Entire home/apt,4,,1 bath,,2.0,[],E01014645
85,8025707,Home in Bristol · ★4.94 · 1 bedroom · 1 bed · 1 private bath,40009065,Lin & Jim,,Bishopston & Ashley Down,51.47883,-2.58503,Private room,45.0,1,279,2023-11-26,2.76,2,152,39,,Private room in home,Private room,1,,1 private bath,,1.0,[],E01014508
86,8097937,Guest suite in Bristol · ★4.84 · 1 bedroom · 1 bed · 1 private bath,18833150,Andrew,,Redland,51.47793,-2.59346,Private room,,1,382,2020-03-08,3.79,1,0,0,,Private room in guest suite,Private room,2,,1 private bath,,1.0,[],E01014511
87,8142384,Home in Bristol · 1 bedroom · 1 bed · 1 bath,41369557,Jonathan,,Ashley,51.47105,-2.58752,Private room,45.0,2,0,,,1,327,0,,Private room in home,Private room,2,,1 bath,,1.0,[],E01014487
88,8161251,Home in City of Bristol · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,39471780,Daniel  & Jess,,Horfield,51.49529,-2.57997,Private room,40.0,1,143,2023-12-09,1.42,2,356,23,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014634
89,8211337,Condo in Bristol · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,18094242,Aniket,,Clifton Down,51.46688,-2.61464,Private room,48.0,5,63,2023-12-14,0.62,4,11,4,,Private room in condo,Private room,1,,1 shared bath,,1.0,[],E01014553
90,8387021,Home in Bristol · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,17474076,Monica,,Lawrence Hill,51.46258,-2.56678,Private room,27.0,3,50,2023-11-13,0.5,2,335,8,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014653
91,8459588,Home in Bristol · ★4.79 · 2 bedrooms · 1 bed · 1 shared bath,36473704,Bego,,Easton,51.4563,-2.55474,Private room,,1,24,2023-08-16,0.24,1,0,1,,Private room in home,Private room,2,,1 shared bath,,1.0,[],E01014567
92,8529713,Townhouse in Bristol · ★4.50 · 3 bedrooms · 5 beds · 2.5 baths,7862664,James,,Ashley,51.46688,-2.58791,Entire home/apt,250.0,5,16,2022-08-12,0.16,1,364,0,,Entire townhouse,Entire home/apt,7,,2.5 baths,,5.0,[],E01014489
93,8561053,Condo in Bristol · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,45057972,Guy And Bliss,,Eastville,51.47713,-2.54173,Entire home/apt,67.0,2,221,2023-12-03,2.21,2,355,12,,Entire condo,Entire home/apt,2,,1.5 baths,,1.0,[],E01014571
94,8578293,Townhouse in Bristol · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,360195,Sarah,,Windmill Hill,51.43805,-2.59213,Private room,41.0,2,86,2023-05-19,0.86,5,3,6,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01014733
95,8681198,Condo in Bristol · ★4.78 · 3 bedrooms · 3 beds · 1 bath,18094242,Aniket,,Clifton Down,51.46707,-2.61462,Entire home/apt,179.0,4,137,2023-10-31,1.37,4,95,1,,Entire condo,Entire home/apt,5,,1 bath,,3.0,[],E01014553
96,8776062,Rental unit in Bristol · ★4.55 · 1 bedroom · 1 bed · 1 shared bath,46005110,Liza,,Brislington East,51.45494,-2.54445,Private room,55.0,5,31,2022-10-14,0.32,1,363,0,,Private room in rental unit,Private room,1,,1 shared bath,,1.0,[],E01014528
97,8853045,Townhouse in Bristol · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,46354944,Julie,,Bedminster,51.43871,-2.6113,Private room,45.0,1,211,2023-10-29,2.19,1,76,24,,Private room in townhouse,Private room,2,,1 shared bath,,1.0,[],E01014504
98,8862690,Home in Bristol · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,27540782,Sophia,,Southville,51.44263,-2.60603,Private room,41.0,5,21,2023-09-30,0.24,3,218,12,,Private room in home,Private room,1,,1 shared bath,,1.0,[],E01014698
99,8967035,Rental unit in Bristol · ★4.67 · 1 bedroom · 1 bed · 1 bath,46861775,Kath And Hamish,,Knowle,51.43072,-2.56403,Entire home/apt,64.0,2,178,2023-10-26,1.8,1,114,23,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,[],E01014645
100,8967044,Home in Bristol · ★4.67 · 4 bedrooms · 4 beds · 1.5 baths,45271036,Clare,,Eastville,51.47828,-2.55455,Entire home/apt,200.0,2,33,2022-02-06,0.34,1,170,0,,Entire home,Entire home/apt,8,,1.5 baths,,4.0,[],E01014575
